english_page_header,english_full_lyrics,chinese_trad_title--header,chinese_trad_lyrics--whole
Hymn 125 - A Parting Hymn,"The Lord has brought us together,
For us to learn His true way;
With the Spirit’s love and guidance,
All of His Word we’ll obey;
The love of God’s worth rememb’ring,
Ever His praises we’ll sing,
Though we must part for the moment,
No sorrow our spirits mar;
We’ll strive to keep His commandments,
And spread His glory afar.

His truth is found in His Spirit,
Forever it will abide;
One faith to keep, with God leading,
We will for Him ever strive;
Spreading the gospel and seeking
To bring the lost unto Him,
Praying for others in Spirit; Tho’ parted we’re of one heart;
Bear spiritual gifts for His glory;
In heaven we’ll never part.",第 125 首 - 別離詩,"蒙主安排美好時期，共聚一堂學真理，
一靈相通，一愛相繫，奉獻身心順主意，
思念救主，恩愛無極，相愛合一建主體；
今雖離別，盼望再會，聖靈同在勿傷悲，
願共遵守救主命令，發光照耀鄉、鎮、市。

聖靈所賜諸般真理，時刻奉行永不移，
一信共守，一主共依，同做精兵齊努力，
廣傳福音，為道爭戰，引導多人至神前；
彼此代禱，靈裡交通，身雖遠別心不離，
結出善果榮歸真神，永遠團聚主來時。"
Hymn 126 - The Chosen Ones of God,"The chosen ones of God by grace,
The ones He calls His own;
We come to Him with humble hearts
To Him we all belong.

One Lord, one faith cleansed by His blood,
We seek His kingdom come,
In truth we live, His love we share,
Our hearts are joined as one!

Love one another by His Word,
As loved by the only Son,
We’ll help each other, Lord, with faith,
In peace our hearts as one.

With Spirit one, never apart,
Beyond our time and space,
We’ll love our Lord, thankful always,
Bless’d for His endless grace.

REFRAIN
Spiritual rain, O fall!
Spiritual wind, O blow!
Nurture the garden of God,
And make His blessings grow.",第 126 首 - 兄弟相愛,"同蒙恩召，屬靈兄弟，主內彼此團契；
以靈相通，以愛相繫，大家聯為一體。

一主、一信、一洗、一神，同為神國子民；
同靈聯合，屬主歸真，勝於骨肉之親。

情誼深厚，友愛相親，表現一家精神；
彼此相助，凡事相信，永遠和睦、同心。

靈內相聚，永不分散，不分時間、空間；
福樂美滿，在地如天，欣感主恩無邊。

副歌
靈風吹薰，靈雨滋潤；
靈園百果最香新，共享主恩無盡。"
"Hymn 127 - Oh, for a Closer Walk with God","Oh, for a closer walk with God,
A calm and heav’nly frame,
A light to shine upon the road
That leads me to the Lamb!

Where is the blessedness I knew
When first I saw the Lord?
Where is the soul-refreshing view
Of Jesus and His Word?

What peaceful hours I then enjoyed!
How sweet their mem’ry still!
But they have left an aching void
The world can never fill.

Return O Holy Dove, return,
Sweet messenger of rest;
I hate the sins that made Thee mourn,
And drove Thee from my breast.",第 127 首 - 切實相愛,"愛主之人彼此相愛，和睦、謙誠相待；
這是救主寶貴命令，應當體主心懷。

弟兄若有愁苦、患難，總要彼此擔當；
同做肢體，心心相感，苦樂息息相關。

不貪權位，不爭虛名，剷除嫉妒、紛爭；
若有過失，憑愛相勸，表明同靈之情。

各人心中激發主愛，湧出如同活泉；
無間、無阻，相親、相敬，在地彷彿在天。"
Hymn 128 - O Happy Day,"Lift up His praise this Sabbath morn
To God who fills us with His rest,
With all the saints we gather near
To keep the day that He has blest.

With living bread our souls He fills,
With living water gives us life,
Oh loving Father, bless us here
And lead us by Your kindly light.

As one in heart and mind we come
To keep, on earth, this day so blest,
Oh let us now be joined to Thee,
And one day reach Your hallowed rest.

REFRAIN
Happy day, happy day,
When Jesus washed my sins away!
He taught me how to watch and pray,
And live rejoicing ev’ry day.
Happy day, happy day,
When Jesus washed my sins away!",第 128 首 - 快樂聖日,"今日紀念安息聖日，蒙主祝福，大得平安；
耶穌、門徒都守安息，按著規矩進入聖殿。

紀念聖日，主必降福，大家聚會，真是歡喜；
聽講聖經，切心祈禱，領受靈糧，飽足無比。

同心合意敬拜恩主，哈利路亞，讚美真神！
在世紀念安息聖日，進入神國永享安息。

副歌
快樂日，快樂日，耶穌寶血洗淨我罪；
安息聖日，主必降福，賜下聖靈充滿我心；
快樂日，快樂日，享主聖日，大得平安。"
"Hymn 128A - O Happy Day, That Fixed My Choice","O happy day, that fixed my choice On Thee, my Saviour and my God!
Well may this glowing heart rejoice, And tell its raptures all abroad.

’Tis done the great transaction’s done; I am my Lord’s, and He is mine;
He drew me and I followed on, Rejoiced to own the call divine.

Now rest, my long divided heart, Fixed on this blissful center, rest;
Here have I found a nobler part, Here heav’nly pleasures fill my breast.

High heav’n that hears the solemn vow, That vow renewed shall daily hear;
Till in life’s latest hour I bow, And bless, in death, a bond so dear.

REFRAIN
Happy day, happy day, When Jesus washed my sins away!
He taught me how to watch and pray, And live rejoicing ev’ry day;
Happy day, happy day, When Jesus washed my sins away!",,
Hymn 129 - The Blessed Sabbath Day,"Gathered here, our workweek’s done,
Praise the Lord, the Sabbath’s come.
All our cares You sweep away,
Grant Your word on this high day,
Grant Your word on this high day.

We are weak but You are strong,
All our cares to You belong.
Lord, on Thee our souls depend,
May Your manna now descend,
May Your manna now descend.

Oh that love and thanks might rise
On prayer’s incense to the skies,
Fill our hearts with sweet repose,
With Your love our lives enclose,
With Your love our lives enclose.

Let us now come work for Thee
That the world Your light may see
What great peace to us is given,
Then one day a home in heaven,
Then one day a home in heav'n.",第 129 首 - 紀念聖日,"六日工作已完畢，今天欣逢安息日；
私情、俗慮掃清淨，紀念聖日遵主命，紀念聖日遵主命。

我身軟弱主憐惜，勞苦重擔得休息；
賜我嗎哪養靈魂，領受天糧命永存，領受天糧命永存。

感謝祈禱熱心起，如香上升我心喜；
主賜平安大且真，今日充滿我的心，今日充滿我的心。

今日大家做聖工，屬靈喜樂滿心中；
紀念聖日如此樂，在天安息更快樂，在天安息更快樂。"
"Hymn 129A - Lord, We Come Before Thee Now","Lord, we come before Thee now,
At Thy feet we humbly bow;
O do not our suit disdain!
Shall we seek Thee, Lord, in vain?
Shall we seek Thee, Lord, in vain?

Lord, on Thee our souls depend:
In compassion now descend;
Fill our hearts with Thy rich grace,
Tune our lips to sing Thy praise,
Tune our lips to sing Thy praise.

In Thine own appointed way,
Now we seek Thee; here we stay;
Lord, we know not how to go,
Till a blessing Thou bestow,
Till a blessing Thou bestow.

Grant that all may seek and find
Thee a God supremely kind;
Heal the sick, the captive free;
Let us all rejoice in Thee,
Let us all rejoice in Thee.",,
Hymn 130 - The Holy Sabbath Day,"Come to the Lord to seek His rest,
On this the Sabbath day,
He has bestowed
On those who believe,
The wonders of His love,
The wonders of His love,
The wonders, wonders of His love.

Jesus our Lord revered this day
With joy and love for all,
So too let us
List to His call,
And gather here as one,
And gather here as one,
And gather, gather here as one.

No more shall sin control our hearts;
Let God, instead, be king.
For light and life
Are from His hand,
For now and evermore,
For now and evermore,
For now, for now and evermore.

Heaven on earth shall here be seen
On this the Sabbath day,
The poor now rich
The low now raised,
On earth as ’tis in heav’n,
On earth as ’tis in heav’n,
On earth, on earth as ’tis in heav’n.",第 130 首 - 安息聖日,"萬物造成，神定聖日，十誡惟此最先；
新天、新地，永享安息，
萬律惟此長延，萬律惟此長延，
萬律，萬律惟此長延。

耶穌、先知、使徒、信者，全守安息聖日；
今日我們身心清潔，
同守安息聖日，同守安息聖日；
同守，同守安息聖日。

神日成聖，受福蒙恩，如在伊甸樂園；
窮變為富，辱變為尊，
必享安息聖日，必享安息聖日，
必享，必享安息聖日。

罪人不配享主聖日，死生均不平安；
屬靈教會，主在中間，
時刻在地如天，時刻在地如天；
時刻，時刻在地如天。"
Hymn 130A - Joy to the World,"Joy to the world, the Lord is come;
Let earth receive her King;
Let ev’ry heart prepare Him room,
And heav’n and nature sing,
And heav’n and nature sing,
And heaven and heaven and nature sing.

Joy to the earth, the Saviour reigns;
Let men their songs employ;
While fields and floods, rocks, hills, and plains
Repeat the sounding joy,
Repeat the sounding joy,
Repeat, repeat the sounding joy.

No more let sins and sorrows grow,
Nor thorns infest the ground;
He comes to make His blessings flow
Far as the curse is found,
Far as the curse is found,
Far as, far as the curse is found.

He rules the world with truth and grace,
And makes the nations prove
The glories of His righteousness,
And wonders of His love,
And wonders of His love,
And wonders, wonders of His love.",,
"Hymn 131 - Oh, Come","Oh how sweet is the day called the Sabbath,
How deep on this day is our rest,
Come to worship our God and Savior,
Who has gathered us here to be blest.

Hallowed may we this day ever keep,
All cares let us now lay aside,
For to tread in His path all the while
And in Him all our cares to confide.

Our dear Lord let us serve on this day,
His rich gifts we’ll strive to employ,
When we’ve spread His good Word far and wide, 
His blessing of heav’n we’ll enjoy.

REFRAIN
Oh come, come, come, come gather
as one at His throne,
Let us lift up our voices in praise;
Lord, let now Your grace fall upon us,
Let us love You for all of our days.",第 131 首 - 樂守聖日,"當頌揚安息日，齊聚集，身與靈在主裡得安息；
眾聖徒敬拜主，同心、同意，我每逢此聖日最歡喜。

當謹守安息日為至聖，切不可去辦理俗事情；
要掉轉你步履，謹慎言行，一切事都應當順主命。

當勤勉安息日做聖工，依賴主所賞賜大權能；
傳福音，救病苦，為主忠誠，心歡樂，口唱詩頌主名。 

副歌
請來，來，來，來！到寶座前同聚集；
唱詩、祈禱、敬拜，樂無比！
眾聖徒敬拜主，同聚聖地，身與靈在主裡得安息。"
Hymn 131A - The Church in the Wildwood,"There’s a church in the valley by the wildwood,
No lovelier spot in the dale;
No place is so dear to my childhood
As the little brown church in the vale.

Oh, come to the church in the wildwood,
To the trees where the wild flowers bloom;
Where the parting hymn will be chanted,
We will weep by the side of the tomb.

How sweet on a clear Sabbath morning
To list to the clear ringing bell;
Its tones so sweetly are calling,
Oh, come to the church in the vale.

From the church in the valley by the wildwood,
When day fades away into night,
I would fain from this spot of my childhood
Wing my way to the mansions of light.

REFRAIN
Oh, come, come, come, come,
Come to the church in the wildwood,
Oh, come to the church in the vale;
No spot is so dear to my childhood
As the little brown church in the vale.",,
"Hymn 132A - Jesus, Lover of My Soul","Jesus, lover of my soul,
Let me to Thy bossom fly,
While the billows near me roll,
While the tempest still is high;
Hide me, O my Saviour, hide!
Till the storm of life is past;
Safe into the haven guide,
O receive my soul at last!

Other refuge have I none,
Hangs my helpless soul on Thee;
Leave, O leave me not alone!
Still support and comfort me;
All my trust on Thee is stayed,
All my help from Thee I bring;
Cover my defenseless head
With the shadow of Thy wing.

Thou, O Christ, art all I want,
More than all in Thee I find;
Raise the fallen, cheer the faint,
Heal the sick, and lead the blind.
Just and holy is Thy name,
I am all unrighteousness;
Vile and full of sin I am,
Thou art full of truth and grace.

Plenteous grace with Thee is found
Grace to pardon all my sin;
Let the healing streams abound,
Make and keep me pure within;
Thou of life the Fountain art,
Freely let me take of Thee;
Spring Thou up within my heart,
Rise to all eternity.",第 132 (甲) 首 - 求主蔭庇,"耶穌救主愛我靈，我要躲在祂胸前，
波浪滾起迫紛紜，狂風、暴雨勢層層；
求主蔭庇許我藏，經過危險得安寧，
使我平安至天庭，享受永福大光榮。

主外無處可藏身，但求與主日相親，
切莫棄我做孤丁，時時保護慰苦辛
今我靠主得援助，所有需用不困貧，
倚賴別人常失望，只有信靠主慈仁。

主是萬福之源頭，仁愛、恩惠何等深！
軟弱有主來扶助，疾病蒙主醫安寧；
主是永遠生命源，白白賜人飲至終，
居我心內成活泉，湧至萬世總無窮。"
